property_id,type,property_size,property_area,area_sqyd,price,purpose,built_in_year,parking_spaces,floors,bedrooms,bathrooms,servant_quarters,kitchens,store_rooms,state,city,area,tier,population,median_monthly_income
52297370-14080-1,House,Small (100-250),120 Sq. Yd.,120,15500000,For Sale,2025-01-01,,2,6,6,1,,1,Sindh,Hyderabad,Mustafa Bungalows,1,2430000,55000
52372861-6542-1,House,Large (500-1000),588 Sq. Yd.,588,90000000,For Sale,2024-01-01,,,7,5,,,,Sindh,Hyderabad,Sindhi Muslim Housing Society,1,2430000,55000
52372862-671-1,House,Small (100-250),200 Sq. Yd.,200,39000000,For Sale,2025-01-01,2,3,6,6,2,2,,Sindh,Hyderabad,Qasimabad,1,2430000,55000
52418720-21171-1,House,Medium (250-500),400 Sq. Yd.,400,65000000,For Sale,2021-01-01,,3,8,,2,2,,Sindh,Hyderabad,Qasimabad,1,2430000,55000
51758471-15796-1,House,Small (100-250),150 Sq. Yd.,150,32500000,For Sale,2021-01-01,,2,6,6,,,,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
50291735-14072-1,House,Small (100-250),120 Sq. Yd.,120,4200000,For Sale,2024-01-01,,2,3,4,1,2,1,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
51927409-20877-1,House,Small (100-250),120 Sq. Yd.,120,12000000,For Sale,2024-01-01,,1,5,4,,1,1,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
49574281-8852-1,House,Small (100-250),150 Sq. Yd.,150,17500000,For Sale,2024-01-01,1,2,5,6,,1,1,Sindh,Hyderabad,London Town,1,2430000,55000
52368749-8853-1,House,Small (100-250),150 Sq. Yd.,150,30000000,For Sale,2024-01-01,,,6,6,,,,Sindh,Hyderabad,Prince Town,1,2430000,55000
49971503-15260-1,House,Small (100-250),160 Sq. Yd.,160,15500000,For Sale,2024-01-01,1,,4,4,,1,,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
50466368-10399-1,House,Medium (250-500),400 Sq. Yd.,400,63000000,For Sale,2023-01-01,3,1,8,6,1,2,1,Sindh,Hyderabad,Gulshan-e-Sehar,1,2430000,55000
52472359-20411-1,House,Small (100-250),120 Sq. Yd.,120,15500000,For Sale,2025-01-01,1,,6,6,,2,,Sindh,Hyderabad,National Highway 5,1,2430000,55000
47862997-6542-1,House,Small (100-250),100 Sq. Yd.,100,20000000,For Sale,2014-01-01,3,2,3,3,1,1,2,Sindh,Hyderabad,Sindhi Muslim Housing Society,1,2430000,55000
48929606-13668-1,House,Medium (250-500),310 Sq. Yd.,310,55000000,For Sale,2021-01-01,,,6,6,1,,,Sindh,Hyderabad,Jamshoro Road,1,2430000,55000
49649031-15261-1,House,Small (100-250),150 Sq. Yd.,150,15000000,For Sale,2024-01-01,,,3,3,1,,1,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
48909538-14833-1,House,Small (100-250),200 Sq. Yd.,200,34000000,For Sale,2024-01-01,1,,6,6,1,1,1,Sindh,Hyderabad,Gulshan-e-Bakhtawar Phase 1,1,2430000,55000
52467263-15261-1,House,Small (100-250),200 Sq. Yd.,200,35500000,For Sale,2025-01-01,1,1,6,6,1,2,,Sindh,Hyderabad,Hyderabad Bypass,1,2430000,55000
52418749-21171-1,House,Small (100-250),240 Sq. Yd.,240,38000000,For Sale,2024-01-01,,,6,6,,,,Sindh,Hyderabad,Qasimabad,1,2430000,55000
52681374-6492-1,House,Large (500-1000),750 Sq. Yd.,750,160000000,For Sale,2024-01-01,,,6,5,,,,Sindh,Hyderabad,Latifabad,1,2430000,55000
52099732-6464-1,House,Small (100-250),183 Sq. Yd.,183,25000000,For Sale,2024-01-01,,,9,6,,,,Sindh,Hyderabad,GOR Colony,1,2430000,55000
51943692-8852-1,House,Small (100-250),200 Sq. Yd.,200,25000000,For Sale,2021-01-01,1,,9,6,1,1,1,Sindh,Hyderabad,London Town,1,2430000,55000
51470830-672-1,House,Small (100-250),240 Sq. Yd.,240,35000000,For Sale,2024-01-01,,,5,5,,,,Sindh,Hyderabad,Qasimabad,1,2430000,55000
52679671-9420-1,House,Large (500-1000),1 Kanal,605,47500000,For Sale,2024-01-01,4,,6,6,1,2,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52525699-13933-1,House,Medium (250-500),10 Marla,302.5,31500000,For Sale,2014-01-01,4,4,3,4,1,4,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52723559-10443-1,House,Small (100-250),7 Marla,211.75,19000000,For Sale,2024-01-01,,,4,4,,2,1,Punjab,Bahawalpur,Muhammadia Colony,2,3500000,40000
52525701-11287-1,House,Medium (250-500),10 Marla,302.5,31500000,For Sale,2025-01-01,1,2,3,4,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51621773-13036-1,House,Small (100-250),5 Marla,151.25,16500000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Paragon Ideal Homes,2,3500000,40000
51825328-13941-1,House,Large (500-1000),1.5 Kanal,907.5,42500000,For Sale,2024-01-01,,,5,6,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51507334-9420-1,House,Large (500-1000),1.5 Kanal,907.5,45000000,For Sale,2024-01-01,2,2,6,,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52744111-12202-1,House,Small (100-250),5.3 Marla,160.325,17500000,For Sale,2024-01-01,,,4,6,,,,Punjab,Bahawalpur,Canal Road,2,3500000,40000
51015688-13941-1,House,Medium (250-500),15 Marla,453.75,27500000,For Sale,2021-01-01,1,,4,4,1,1,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
45889701-13941-1,House,Medium (250-500),9 Marla,272.25,18000000,For Sale,2021-01-01,,,4,5,,1,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52705557-13941-1,House,Large (500-1000),1.5 Kanal,907.5,47500000,For Sale,2025-01-01,4,,5,6,1,1,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52703133-13933-1,House,Medium (250-500),10 Marla,302.5,26000000,For Sale,2019-01-01,3,2,4,5,2,2,2,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52696451-9336-1,House,Large (500-1000),1 Kanal,605,38500000,For Sale,2024-01-01,3,,,,,,,Punjab,Bahawalpur,New Satellite Town,2,3500000,40000
52651180-17288-1,House,Small (100-250),7 Marla,211.75,24000000,For Sale,2023-01-01,,,6,6,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52473880-11287-1,House,Small (100-250),4 Marla,121,6900000,For Sale,2024-01-01,,,,,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52672169-22113-1,House,Small (100-250),5 Marla,151.25,12500000,For Sale,2025-01-01,,,4,6,,2,1,Punjab,Bahawalpur,Eastern Bypass,2,3500000,40000
51858593-581-1,House,Very Large (1000-2000),1.7 Kanal,1028.5,78000000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Model Town A,2,3500000,40000
52692038-16328-1,House,Small (100-250),3.5 Marla,105.875,8000000,For Sale,2024-01-01,1,2,3,3,,1,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52692056-9340-1,House,Small (100-250),5 Marla,151.25,6500000,For Sale,2025-01-01,1,1,2,2,,1,1,Punjab,Bahawalpur,Green Town,2,3500000,40000
52692070-21533-1,House,Small (100-250),6.2 Marla,187.55,23000000,For Sale,2025-01-01,2,2,3,3,,2,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52692087-13860-1,House,Tiny (<100),3 Marla,90.75,9000000,For Sale,2025-01-01,1,2,3,3,,2,1,Punjab,Bahawalpur,Al-Raheem Town,2,3500000,40000
52692101-1389-1,House,Medium (250-500),10 Marla,302.5,45000000,For Sale,2025-01-01,3,2,4,4,,2,,Punjab,Bahawalpur,Hashmi Garden,2,3500000,40000
52733813-13933-1,House,Medium (250-500),10 Marla,302.5,25000000,For Sale,2024-01-01,2,,4,5,,2,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52744039-13933-1,House,Medium (250-500),10 Marla,302.5,26000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52680358-13932-1,House,Large (500-1000),1 Kanal,605,40000000,For Sale,2024-01-01,3,2,6,6,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52705606-18640-1,House,Medium (250-500),10 Marla,302.5,41500000,For Sale,2025-01-01,2,2,5,6,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52515557-17588-1,House,Small (100-250),5 Marla,151.25,13000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52635504-1389-1,House,Medium (250-500),10 Marla,302.5,45000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Hashmi Garden,2,3500000,40000
52188034-21533-1,House,Medium (250-500),10 Marla,302.5,37500000,For Sale,2024-01-01,,,6,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52710643-9420-1,House,Large (500-1000),1.5 Kanal,907.5,49000000,For Sale,2024-01-01,,,5,6,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52519307-9420-1,House,Small (100-250),6 Marla,181.5,14000000,For Sale,2024-01-01,,,4,4,,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51759644-4691-1,House,Medium (250-500),10 Marla,302.5,30000000,For Sale,2010-01-01,8,2,2,2,2,1,1,Punjab,Bahawalpur,Model Town B,2,3500000,40000
51909628-12825-1,House,Medium (250-500),10 Marla,302.5,42000000,For Sale,2024-01-01,,,6,7,,,,Punjab,Bahawalpur,Government Servants Housing Scheme,2,3500000,40000
52223788-697-1,House,Small (100-250),5 Marla,151.25,9500000,For Sale,2023-01-01,4,2,4,5,1,1,1,Punjab,Bahawalpur,Cheema Town,2,3500000,40000
52614991-697-1,House,Small (100-250),7 Marla,211.75,22000000,For Sale,2025-01-01,,3,6,7,,2,1,Punjab,Bahawalpur,Cheema Town,2,3500000,40000
52702172-9420-1,House,Medium (250-500),9 Marla,272.25,18000000,For Sale,2024-01-01,,,3,4,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51755802-13941-1,House,Small (100-250),6 Marla,181.5,14000000,For Sale,2024-01-01,,,3,3,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51759854-13934-1,House,Medium (250-500),15 Marla,453.75,30000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52692031-21533-1,House,Small (100-250),6 Marla,181.5,22500000,For Sale,2025-01-01,2,2,4,4,,2,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52680357-13932-1,House,Large (500-1000),1 Kanal,605,40000000,For Sale,2024-01-01,3,2,6,6,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52644962-12476-1,House,Small (100-250),7 Marla,211.75,13000000,For Sale,2024-01-01,,,3,5,,,,Punjab,Bahawalpur,Canal Garden Housing Scheme,2,3500000,40000
52643323-9420-1,House,Large (500-1000),1 Kanal,605,48000000,For Sale,2023-01-01,2,2,5,6,,1,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52640186-9420-1,House,Large (500-1000),1 Kanal,605,50000000,For Sale,2024-01-01,2,2,5,6,2,,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52067130-13310-1,House,Small (100-250),6.7 Marla,202.675,26500000,For Sale,2020-01-01,1,,5,5,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
50376457-13464-1,House,Small (100-250),6.7 Marla,202.675,26000000,For Sale,2024-01-01,4,3,6,6,2,3,3,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52087908-17271-1,House,Small (100-250),4 Marla,121,12500000,For Sale,2024-01-01,2,,6,6,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52564780-21533-1,House,Small (100-250),5 Marla,151.25,15500000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52243732-13464-1,House,Small (100-250),5 Marla,151.25,15000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52363158-13310-1,House,Small (100-250),7 Marla,211.75,25500000,For Sale,2024-01-01,,,6,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52633096-1090-1,House,Small (100-250),6.2 Marla,187.55,15000000,For Sale,2024-01-01,,,3,4,,,,Punjab,Bahawalpur,Sajid Awan Colony,2,3500000,40000
50848009-13931-1,House,Large (500-1000),1 Kanal,605,53000000,For Sale,2024-01-01,,,5,6,1,2,2,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52570403-13464-1,House,Medium (250-500),10 Marla,302.5,36000000,For Sale,2025-01-01,1,1,6,6,0,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52628715-9628-1,House,Small (100-250),6 Marla,181.5,15000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Shadman City,2,3500000,40000
52628669-18640-1,House,Medium (250-500),10 Marla,302.5,40000000,For Sale,2025-01-01,1,,6,6,1,2,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52623789-9336-1,House,Tiny (<100),2 Marla,60.5,5500000,For Sale,2024-01-01,,,2,2,,,,Punjab,Bahawalpur,New Satellite Town,2,3500000,40000
50864248-9631-1,House,Small (100-250),5 Marla,151.25,12500000,For Sale,2020-01-01,1,2,4,4,,1,,Punjab,Bahawalpur,Pelican Homes,2,3500000,40000
51904852-13464-1,House,Small (100-250),6.2 Marla,187.55,23000000,For Sale,2024-01-01,4,2,5,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
51904861-13310-1,House,Small (100-250),7 Marla,211.75,27000000,For Sale,2024-01-01,4,2,6,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52464559-1389-1,House,Medium (250-500),10 Marla,302.5,45000000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Hashmi Garden,2,3500000,40000
52526774-8525-1,House,Small (100-250),7 Marla,211.75,9700000,For Sale,2023-01-01,2,2,3,4,,2,1,Punjab,Bahawalpur,Khayaban-e-Ali Housing Society,2,3500000,40000
52541417-21533-1,House,Medium (250-500),10 Marla,302.5,37500000,For Sale,2024-01-01,,,5,6,1,2,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52609418-692-1,House,Medium (250-500),9.7 Marla,293.425,21500000,For Sale,2024-01-01,,,6,5,,,,Punjab,Bahawalpur,Chaudhary Town,2,3500000,40000
52600808-13941-1,House,Medium (250-500),12 Marla,363,28500000,For Sale,2025-01-01,3,2,4,5,,2,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52599133-17288-1,House,Small (100-250),5 Marla,151.25,13000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52537595-13463-1,House,Small (100-250),6 Marla,181.5,16000000,For Sale,2024-01-01,,,6,6,,,,Punjab,Bahawalpur,Jail Road,2,3500000,40000
50726355-13310-1,House,Small (100-250),7 Marla,211.75,25000000,For Sale,2000-01-01,,,5,5,,1,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52117337-17588-1,House,Small (100-250),5 Marla,151.25,15000000,For Sale,2020-01-01,6,1,6,6,1,1,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52117340-17588-1,House,Small (100-250),6.5 Marla,196.625,18000000,For Sale,2015-01-01,1,1,7,6,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52125037-9366-1,House,Medium (250-500),10 Marla,302.5,35000000,For Sale,2020-01-01,6,1,6,6,1,1,,Punjab,Bahawalpur,Allama Iqbal Town,2,3500000,40000
52526922-12202-1,House,Small (100-250),5 Marla,151.25,18500000,For Sale,2021-01-01,,,4,5,1,1,1,Punjab,Bahawalpur,Canal Road,2,3500000,40000
52519188-9420-1,House,Medium (250-500),10 Marla,302.5,28500000,For Sale,2020-01-01,4,2,3,4,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52491833-13507-1,House,Small (100-250),3.9 Marla,117.975,7500000,For Sale,2024-01-01,,2,3,4,1,1,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52431257-9629-1,House,Small (100-250),5 Marla,151.25,14500000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Shadman City,2,3500000,40000
52444770-9625-1,House,Small (100-250),5 Marla,151.25,15000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Riaz ul Jannah Society,2,3500000,40000
52450399-17288-1,House,Small (100-250),7 Marla,211.75,25000000,For Sale,2024-01-01,1,,5,5,,1,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52436630-13310-1,House,Small (100-250),5 Marla,151.25,14000000,For Sale,2024-01-01,1,,4,5,,1,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
46130791-13941-1,House,Medium (250-500),9 Marla,272.25,19800000,For Sale,2021-01-01,1,2,3,3,,1,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52599021-17288-1,House,Small (100-250),5 Marla,151.25,13500000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52449414-18640-1,House,Medium (250-500),10 Marla,302.5,40000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52438314-21533-1,House,Small (100-250),5 Marla,151.25,17200000,For Sale,2024-01-01,,,6,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52431218-17288-1,House,Small (100-250),5 Marla,151.25,14500000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52576314-9370-1,House,Small (100-250),5 Marla,151.25,10500000,For Sale,2024-01-01,,,5,4,,,,Punjab,Bahawalpur,Rafi Qamar Road,2,3500000,40000
52624523-4704-1,House,Medium (250-500),10 Marla,302.5,6500000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Tibba Badar Sher,2,3500000,40000
52533346-9370-1,House,Small (100-250),5 Marla,151.25,13500000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Rafi Qamar Road,2,3500000,40000
52600817-13941-1,House,Small (100-250),6 Marla,181.5,14100000,For Sale,2024-01-01,,,3,3,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52599064-17288-1,House,Small (100-250),5 Marla,151.25,15000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52282624-13507-1,House,Tiny (<100),3.2 Marla,96.8,7500000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52455507-13310-1,House,Small (100-250),7 Marla,211.75,26000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52450077-9628-1,House,Small (100-250),5 Marla,151.25,13500000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Shadman City,2,3500000,40000
52667612-12476-1,House,Luxury (2000-5000),7 Kanal,4235,13500000,For Sale,2024-01-01,1,,4,4,,1,1,Punjab,Bahawalpur,Canal Garden Housing Scheme,2,3500000,40000
52650015-9420-1,House,Small (100-250),8 Marla,242,23000000,For Sale,2024-01-01,,,4,5,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52320920-11287-1,House,Small (100-250),5 Marla,151.25,15300000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52091431-13941-1,House,Medium (250-500),9 Marla,272.25,19000000,For Sale,2024-01-01,1,,3,4,,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52507278-17288-1,House,Small (100-250),7 Marla,211.75,25000000,For Sale,2024-01-01,,,4,6,,,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
50727113-13464-1,House,Small (100-250),6 Marla,181.5,26000000,For Sale,2024-01-01,,,6,6,,2,,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52604215-13941-1,House,Medium (250-500),12 Marla,363,22500000,For Sale,2025-01-01,4,2,3,3,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52585215-13310-1,House,Small (100-250),6 Marla,181.5,20500000,For Sale,2020-01-01,2,3,4,5,,2,1,Punjab,Bahawalpur,Jhangi Wala Road,2,3500000,40000
52624370-9503-1,House,Large (500-1000),1 Kanal,605,28500000,For Sale,2024-01-01,1,2,6,6,1,2,,Punjab,Bahawalpur,Hasilpur Road,2,3500000,40000
52570410-9628-1,House,Medium (250-500),10 Marla,302.5,30000000,For Sale,2025-01-01,5,2,6,6,2,2,2,Punjab,Bahawalpur,Shadman City,2,3500000,40000
51150866-13941-1,House,Medium (250-500),12 Marla,363,22000000,For Sale,2021-01-01,1,2,4,4,1,1,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52604230-13941-1,House,Medium (250-500),15 Marla,453.75,27500000,For Sale,2025-01-01,4,2,3,4,1,1,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52604253-13941-1,House,Large (500-1000),1.5 Kanal,907.5,47500000,For Sale,2025-01-01,6,2,5,5,1,2,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
52506422-13941-1,House,Small (100-250),6 Marla,181.5,14000000,For Sale,2025-01-01,2,2,3,4,1,2,2,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51015686-13941-1,House,Medium (250-500),9 Marla,272.25,17300000,For Sale,2021-01-01,1,,3,3,1,1,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51015687-13941-1,House,Medium (250-500),12 Marla,363,23000000,For Sale,2021-01-01,1,,3,3,1,1,1,Punjab,Bahawalpur,DHA Defence,2,3500000,40000
51947237-12257-1,House,Tiny (<100),1.5 Marla,45.375,10500000,For Sale,2024-01-01,1,,2,2,1,1,,Punjab,Bahawalpur,Paragon City,2,3500000,40000
52170118-4687-1,House,Large (500-1000),1 Kanal,605,60000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Model Town A,2,3500000,40000
52098475-581-1,House,Large (500-1000),17 Marla,514.25,90000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Model Town A,2,3500000,40000
51944813-12825-1,House,Small (100-250),7 Marla,211.75,30000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Government Servants Housing Scheme,2,3500000,40000
51983953-12257-1,House,Small (100-250),4 Marla,121,13500000,For Sale,2023-01-01,2,,3,3,1,1,1,Punjab,Bahawalpur,Paragon City,2,3500000,40000
52170096-1389-1,House,Medium (250-500),10 Marla,302.5,41000000,For Sale,2024-01-01,,,5,5,,,,Punjab,Bahawalpur,Hashmi Garden,2,3500000,40000
52098359-1389-1,House,Medium (250-500),10 Marla,302.5,45000000,For Sale,2024-01-01,,,5,6,,2,,Punjab,Bahawalpur,Hashmi Garden,2,3500000,40000
51944817-4687-1,House,Very Large (1000-2000),1.7 Kanal,1028.5,78000000,For Sale,2024-01-01,,,4,4,,,,Punjab,Bahawalpur,Model Town A,2,3500000,40000
51983923-12825-1,House,Small (100-250),5 Marla,151.25,13000000,For Sale,2024-01-01,,,3,3,,,,Punjab,Bahawalpur,Government Servants Housing Scheme,2,3500000,40000
52461709-14605-1,House,Small (100-250),5 Marla,151.25,16000000,For Sale,2024-01-01,1,2,4,5,2,2,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52658407-22093-1,House,Small (100-250),5 Marla,151.25,22700000,For Sale,2025-01-01,,2,3,4,,3,,Punjab,Sialkot,Daska Road,2,2500000,45000
52654127-16889-1,House,Small (100-250),5 Marla,151.25,6600000,For Sale,2025-01-01,,2,3,4,,3,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
51411993-16889-1,House,Small (100-250),5 Marla,151.25,21500000,For Sale,2025-01-01,,2,3,4,2,2,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52707608-14605-1,House,Medium (250-500),10 Marla,302.5,20000000,For Sale,2024-01-01,,,5,6,,,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52640464-13374-1,House,Medium (250-500),10 Marla,302.5,75000000,For Sale,2025-01-01,3,3,5,6,1,,,Punjab,Sialkot,Kashmir Road,2,2500000,45000
52450473-14600-1,House,Small (100-250),5 Marla,151.25,22800000,For Sale,2024-01-01,4,3,4,5,,4,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52318658-8221-1,House,Small (100-250),5 Marla,151.25,16500000,For Sale,2024-01-01,,,4,5,,1,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
51336304-16889-1,House,Small (100-250),5 Marla,151.25,19800000,For Sale,2024-01-01,,,4,5,1,,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52270540-8221-1,House,Small (100-250),5 Marla,151.25,20500000,For Sale,2024-01-01,1,1,4,4,1,1,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
51752761-16889-1,House,Small (100-250),5 Marla,151.25,26500000,For Sale,2023-01-01,,2,3,4,1,3,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52657628-22093-1,House,Small (100-250),5 Marla,151.25,22700000,For Sale,2025-01-01,,2,3,4,,3,,Punjab,Sialkot,Daska Road,2,2500000,45000
52166837-16889-1,House,Small (100-250),6 Marla,181.5,23500000,For Sale,2025-01-01,0,2,4,5,,,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52145909-8221-1,House,Small (100-250),5 Marla,151.25,19900000,For Sale,2025-01-01,1,2,4,5,1,2,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52000828-14601-1,House,Small (100-250),5 Marla,151.25,19700000,For Sale,2023-01-01,2,2,4,5,1,2,2,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52395067-14601-1,House,Medium (250-500),10 Marla,302.5,44900000,For Sale,2025-01-01,,,5,6,1,2,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52514680-8221-1,House,Medium (250-500),10 Marla,302.5,44500000,For Sale,2025-01-01,,,5,6,1,1,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52146286-16889-1,House,Small (100-250),5 Marla,151.25,18700000,For Sale,2025-01-01,1,2,4,5,1,3,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52166725-16889-1,House,Medium (250-500),10 Marla,302.5,33500000,For Sale,2025-01-01,3,2,5,6,,,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52510632-8221-1,House,Small (100-250),5 Marla,151.25,18500000,For Sale,2025-01-01,1,3,4,5,,2,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52705486-8221-1,House,Small (100-250),5 Marla,151.25,18500000,For Sale,2025-01-01,1,,4,4,,1,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52662927-8221-1,House,Small (100-250),5 Marla,151.25,16000000,For Sale,2024-01-01,,,4,4,,,,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52103579-8221-1,House,Small (100-250),5 Marla,151.25,17000000,For Sale,2018-01-01,1,2,4,5,1,1,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
52601141-8221-1,House,Medium (250-500),14 Marla,423.5,50000000,For Sale,2025-01-01,3,2,7,6,,2,1,Punjab,Sialkot,Citi Housing Society,2,2500000,45000
